Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Myanmar,MMR,10.2,..,..,..,..,9.9,..,..,..,..,8.9,..,..,..,..,9.3,9.5,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Namibia,NAM,4.3,..,..,..,..,4.2,..,..,..,..,4.3,..,..,..,..,3.8,3.6,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Nepal,NPL,14,..,..,..,..,12,..,..,..,..,10.2,..,..,..,..,8.3,7.9,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Netherlands,NLD,6.5,..,..,..,..,6.4,..,..,..,..,6,..,..,..,..,9,9,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,New Zealand,NZL,5,..,..,..,..,7.1,..,..,..,..,7.5,..,..,..,..,6.6,6.6,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Nicaragua,NIC,8.4,..,..,..,..,7.1,..,..,..,..,5.9,..,..,..,..,5.4,5.3,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Niger,NER,3.5,..,..,..,..,3.7,..,..,..,..,3.6,..,..,..,..,3.3,3.3,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Nigeria,NGA,11,..,..,..,..,10.1,..,..,..,..,10.9,..,..,..,..,9.5,9.2,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,North Macedonia,MKD,4.6,..,..,..,..,4,..,..,..,..,3.4,..,..,..,..,3.9,3.9,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Norway,NOR,7.1,..,..,..,..,8.9,..,..,..,..,8.6,..,..,..,..,9.1,8.4,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Oman,OMN,1.2,..,..,..,..,0.9,..,..,..,..,0.8,..,..,..,..,0.8,0.8,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Pakistan,PAK,4,..,..,..,..,4.1,..,..,..,..,3.4,..,..,..,..,3.1,3,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Panama,PAN,1.6,..,..,..,..,1.8,..,..,..,..,1.5,..,..,..,..,1.3,1.2,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Papua New Guinea,PNG,4.3,..,..,..,..,3.4,..,..,..,..,3.2,..,..,..,..,3.4,3.3,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Paraguay,PRY,6.3,..,..,..,..,6.8,..,..,..,..,6.3,..,..,..,..,6.6,6.5,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Peru,PER,2.9,..,..,..,..,2.6,..,..,..,..,2.5,..,..,..,..,2.7,2.7,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Philippines,PHL,1.6,..,..,..,..,1.5,..,..,..,..,1.9,..,..,..,..,2,2,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Poland,POL,5.5,..,..,..,..,5.2,..,..,..,..,4.8,..,..,..,..,4.1,4.3,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Portugal,PRT,3,..,..,..,..,5.2,..,..,..,..,6.6,..,..,..,..,6.4,6.5,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Qatar,QAT,1.1,..,..,..,..,0.8,..,..,..,..,0.9,..,..,..,..,0.9,0.9,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Romania,ROU,4.8,..,..,..,..,4.4,..,..,..,..,4.8,..,..,..,..,3.5,3.3,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Russian Federation,RUS,16.5,..,..,..,..,16,..,..,..,..,12.5,..,..,..,..,9.9,9.4,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Rwanda,RWA,12.4,..,..,..,..,7.9,..,..,..,..,4.5,..,..,..,..,3.9,3.8,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Samoa,WSM,3.6,..,..,..,..,2.7,..,..,..,..,2.1,..,..,..,..,1.9,1.9,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Sao Tome and Principe,STP,1.3,..,..,..,..,1.2,..,..,..,..,1.4,..,..,..,..,1.5,1.6,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Saudi Arabia,SAU,1.1,..,..,..,..,1.2,..,..,..,..,1.4,..,..,..,..,1.5,1.5,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Senegal,SEN,4.1,..,..,..,..,4.3,..,..,..,..,3.6,..,..,..,..,3,2.9,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Serbia,SRB,12.5,..,..,..,..,11.2,..,..,..,..,8.2,..,..,..,..,8.1,8.1,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Seychelles,SYC,2.5,..,..,..,..,2.5,..,..,..,..,2.5,..,..,..,..,2.5,2.4,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Sierra Leone,SLE,9.1,..,..,..,..,8.2,..,..,..,..,7.7,..,..,..,..,7.9,8.1,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Singapore,SGP,8.7,..,..,..,..,7.6,..,..,..,..,7,..,..,..,..,6.1,6.1,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Slovak Republic,SVK,5.1,..,..,..,..,3.9,..,..,..,..,3.9,..,..,..,..,3.5,3.5,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Slovenia,SVN,17.6,..,..,..,..,12,..,..,..,..,7.6,..,..,..,..,8.9,6.9,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Solomon Islands,SLB,7.7,..,..,..,..,4.8,..,..,..,..,3.4,..,..,..,..,2.7,2.6,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Somalia,SOM,3.2,..,..,..,..,3.2,..,..,..,..,2.9,..,..,..,..,3.1,3.1,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,South Africa,ZAF,5.7,..,..,..,..,5.6,..,..,..,..,5.4,..,..,..,..,4.8,4.7,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,South Sudan,SSD,3.2,..,..,..,..,3.1,..,..,..,..,2.8,..,..,..,..,2.6,2.6,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Spain,ESP,4.3,..,..,..,..,4.2,..,..,..,..,3.2,..,..,..,..,4.3,4.5,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Sri Lanka,LKA,13.2,..,..,..,..,9.6,..,..,..,..,8.3,..,..,..,..,6.2,6.4,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,St. Lucia,LCA,2.1,..,..,..,..,0,..,..,..,..,1.6,..,..,..,..,2.2,2.2,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,St. Vincent and the Grenadines,VCT,0.9,..,..,..,..,2.9,..,..,..,..,0.6,..,..,..,..,1,0.9,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Sudan,SDN,3.8,..,..,..,..,4.1,..,..,..,..,4,..,..,..,..,4,4,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Suriname,SUR,10.4,..,..,..,..,10.7,..,..,..,..,13,..,..,..,..,11.3,10.9,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Sweden,SWE,10.8,..,..,..,..,11.2,..,..,..,..,9.5,..,..,..,..,10.5,10.5,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Switzerland,CHE,14.2,..,..,..,..,14.8,..,..,..,..,11.4,..,..,..,..,12.3,12.4,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Syrian Arab Republic,SYR,0.6,..,..,..,..,0.6,..,..,..,..,0.8,..,..,..,..,0.9,0.9,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Tajikistan,TJK,1.6,..,..,..,..,1.6,..,..,..,..,1.3,..,..,..,..,1.3,1.3,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Tanzania,TZA,3.8,..,..,..,..,3.2,..,..,..,..,3.1,..,..,..,..,3.2,3.2,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Thailand,THA,8.4,..,..,..,..,6.2,..,..,..,..,6.4,..,..,..,..,5.9,5.9,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Timor-Leste,TLS,5.9,..,..,..,..,4,..,..,..,..,3.3,..,..,..,..,2.9,2.9,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Togo,TGO,6.5,..,..,..,..,6.6,..,..,..,..,6.2,..,..,..,..,6.2,6.4,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Tonga,TON,3.3,..,..,..,..,2.9,..,..,..,..,2.8,..,..,..,..,2.7,2.7,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Trinidad and Tobago,TTO,6.5,..,..,..,..,5.4,..,..,..,..,5.6,..,..,..,..,4.5,4.5,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Tunisia,TUN,2.1,..,..,..,..,2.2,..,..,..,..,2.3,..,..,..,..,2.3,2.3,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Turkey,TUR,2.9,..,..,..,..,3.2,..,..,..,..,3.8,..,..,..,..,3.4,3.3,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Turkmenistan,TKM,3.7,..,..,..,..,4.8,..,..,..,..,3.7,..,..,..,..,3.6,3.5,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Uganda,UGA,11.3,..,..,..,..,10.4,..,..,..,..,10.4,..,..,..,..,9.3,9.1,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Ukraine,UKR,12.3,..,..,..,..,10.7,..,..,..,..,8.4,..,..,..,..,6.8,6.3,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,United Arab Emirates,ARE,1.1,..,..,..,..,1,..,..,..,..,0.7,..,..,..,..,0.7,0.7,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,United Kingdom,GBR,4.8,..,..,..,..,4.5,..,..,..,..,3.9,..,..,..,..,4.5,4.4,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,United States,USA,4.9,..,..,..,..,5.4,..,..,..,..,5.9,..,..,..,..,7.1,7.2,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Uruguay,URY,6.1,..,..,..,..,7,..,..,..,..,7.5,..,..,..,..,8.2,8.3,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Uzbekistan,UZB,4,..,..,..,..,2.8,..,..,..,..,3.6,..,..,..,..,4.8,4.8,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Vanuatu,VUT,4.3,..,..,..,..,3,..,..,..,..,2.6,..,..,..,..,2.3,2.2,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,"Venezuela, RB",VEN,2.2,..,..,..,..,2.1,..,..,..,..,1.5,..,..,..,..,1.2,1.1,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Vietnam,VNM,3.6,..,..,..,..,3.5,..,..,..,..,3.6,..,..,..,..,3.7,3.7,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,"Yemen, Rep.",YEM,4.2,..,..,..,..,5.1,..,..,..,..,5.7,..,..,..,..,5.7,5.6,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Zambia,ZMB,4.6,..,..,..,..,3.8,..,..,..,..,3.6,..,..,..,..,3.5,3.5,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Zimbabwe,ZWE,5.5,..,..,..,..,6.4,..,..,..,..,6.1,..,..,..,..,6,6,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Arab World,ARB,2.75205267242621,..,..,..,..,2.66080170639886,..,..,..,..,2.50651090198386,..,..,..,..,2.46339820343838,2.44583422908843,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Caribbean small states,CSS,4.02106428557899,..,..,..,..,3.92527329285171,..,..,..,..,4.15527395305184,..,..,..,..,3.95251787056702,3.90673903775249,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Central Europe and the Baltics,CEB,7.89456347471709,..,..,..,..,6.58327667537704,..,..,..,..,6.05961083372336,..,..,..,..,5.33316632662971,5.1559723103518,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Early-demographic dividend,EAR,9.13260139105575,..,..,..,..,9.53485931877461,..,..,..,..,8.52400700526687,..,..,..,..,8.20625755580589,8.06811816152429,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,East Asia & Pacific,EAS,11.9151263411172,..,..,..,..,10.6730518439288,..,..,..,..,10.1892388313583,..,..,..,..,8.4706085945076,8.41124693919928,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,East Asia & Pacific (excluding high income),EAP,11.9269562239936,..,..,..,..,10.3524443052928,..,..,..,..,9.65336178138823,..,..,..,..,8.07712781617251,8.07019847861415,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,East Asia & Pacific (IDA & IBRD countries),TEA,11.9806603339698,..,..,..,..,10.3717841767642,..,..,..,..,9.65802047277494,..,..,..,..,8.06901514884304,8.06461564784449,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Euro area,EMU,7.99726096423595,..,..,..,..,7.43440738482165,..,..,..,..,7.04556319982926,..,..,..,..,7.41364150207072,7.4077539077265,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Europe & Central Asia,ECS,8.94146178232338,..,..,..,..,8.40592387250451,..,..,..,..,7.34651882702816,..,..,..,..,6.8086276050131,6.64729670171195,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Europe & Central Asia (excluding high income),ECA,10.7300734607963,..,..,..,..,10.1403345364111,..,..,..,..,8.31270580709702,..,..,..,..,6.77272695396406,6.44793914055477,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Europe & Central Asia (IDA & IBRD countries),TEC,9.96803188066232,..,..,..,..,9.43125234377229,..,..,..,..,7.86219463452698,..,..,..,..,6.43272798492016,6.1484569672169,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,European Union,EUU,7.90274052985778,..,..,..,..,7.29796267347053,..,..,..,..,6.88196234270104,..,..,..,..,7.01837166540847,6.99905191799529,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Fragile and conflict affected situations,FCS,6.15794222603081,..,..,..,..,5.824102949171,..,..,..,..,5.77570025278273,..,..,..,..,5.46328586765055,5.3973959908361,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Heavily indebted poor countries (HIPC),HPC,4.78457244154384,..,..,..,..,4.46906987142287,..,..,..,..,4.18943681377414,..,..,..,..,4.10134834204866,4.06859474684313,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,High income,HIC,7.36299953002935,..,..,..,..,7.58620289468586,..,..,..,..,7.75117630611996,..,..,..,..,7.59132215570794,7.49360299619716,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,IBRD only,IBD,11.194683646137,..,..,..,..,10.7167492989563,..,..,..,..,9.6723894152464,..,..,..,..,8.72315292753727,8.6142883041475,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,IDA & IBRD total,IBT,10.0702257897271,..,..,..,..,9.57730446113337,..,..,..,..,8.67172082118474,..,..,..,..,7.81865648296975,7.7014673114037,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,IDA blend,IDB,6.48727739290553,..,..,..,..,6.06471117561579,..,..,..,..,6.06399403536165,..,..,..,..,5.57390493124782,5.43699428849168,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,IDA only,IDX,5.67477521553871,..,..,..,..,5.46376137217917,..,..,..,..,5.16130124369572,..,..,..,..,4.85570015522595,4.76345185777715,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,IDA total,IDA,5.94389680342688,..,..,..,..,5.66218874310835,..,..,..,..,5.45979319118941,..,..,..,..,5.09423341157513,4.98725186084107,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Late-demographic dividend,LTE,12.1084440380431,..,..,..,..,10.6986161407423,..,..,..,..,9.82935772392664,..,..,..,..,8.22083611370069,8.14841921185185,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Latin America & Caribbean,LCN,2.78248268048295,..,..,..,..,2.92617315427501,..,..,..,..,2.98533393581095,..,..,..,..,3.2501067030206,3.11825517355968,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Latin America & Caribbean (excluding high income),LAC,2.75034783136566,..,..,..,..,2.88482373412818,..,..,..,..,2.91145481817966,..,..,..,..,3.19933527550496,3.07391911071,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Latin America & the Caribbean (IDA & IBRD countries),TLA,2.62728186860208,..,..,..,..,2.85354600813189,..,..,..,..,2.92728132807977,..,..,..,..,3.20964578014477,3.07195343077904,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Least developed countries: UN classification,LDC,5.94626087146534,..,..,..,..,5.6947198374412,..,..,..,..,5.31722006510423,..,..,..,..,4.92385865160889,4.81413387137851,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Low & middle income,LMY,10.1525695706815,..,..,..,..,9.64897885148165,..,..,..,..,8.7294127707465,..,..,..,..,7.87170335625382,7.75448935536476,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Low income,LIC,4.60253154098919,..,..,..,..,4.44888516898765,..,..,..,..,4.1869118435325,..,..,..,..,4.05370794638171,4.00654308368898,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Lower middle income,LMC,10.8621362809456,..,..,..,..,11.146186748932,..,..,..,..,10.0683303763186,..,..,..,..,9.60309043040005,9.4279807917348,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Middle East & North Africa,MEA,4.04667545869324,..,..,..,..,3.68510394326832,..,..,..,..,2.73661160070807,..,..,..,..,2.39792929804776,2.40371446921031,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Middle East & North Africa (excluding high income),MNA,4.33139862947611,..,..,..,..,3.91591066731901,..,..,..,..,2.89257600327634,..,..,..,..,2.5166461251471,2.51870734704792,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Middle East & North Africa (IDA & IBRD countries),TMN,4.33139862947611,..,..,..,..,3.91591066731901,..,..,..,..,2.89257600327634,..,..,..,..,2.5166461251471,2.51870734704792,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Middle income,MIC,10.6467555386578,..,..,..,..,10.1487626135975,..,..,..,..,9.20199525963918,..,..,..,..,8.29626715502664,8.17702193256725,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,North America,NAC,5.05615615673153,..,..,..,..,5.54696288300549,..,..,..,..,6.01837453256473,..,..,..,..,7.09000275084871,7.17992866498828,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,OECD members,OED,6.67719172272849,..,..,..,..,6.89507254276623,..,..,..,..,7.08429536290061,..,..,..,..,6.99782724420364,6.88575022383953,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Other small states,OSS,6.74564683668339,..,..,..,..,6.03956501003083,..,..,..,..,5.75206365088887,..,..,..,..,5.59426906463591,5.53209980503487,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Pacific island small states,PSS,4.57307374123264,..,..,..,..,3.52297245517864,..,..,..,..,3.02539321678839,..,..,..,..,2.76920889464827,2.72106669198255,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Post-demographic dividend,PST,8.12078258398175,..,..,..,..,8.24499295912409,..,..,..,..,8.30720442497721,..,..,..,..,8.11022245186902,7.99334027584662,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Pre-demographic dividend,PRE,5.80086492625434,..,..,..,..,5.40040939416657,..,..,..,..,5.38733456478351,..,..,..,..,5.04258513911261,4.96408686014649,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Small states,SST,6.00908254693039,..,..,..,..,5.43292313857428,..,..,..,..,5.25863903670259,..,..,..,..,5.10242079962371,5.04742566838742,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,South Asia,SAS,13.6914377705433,..,..,..,..,14.4330936765254,..,..,..,..,12.8546095523008,..,..,..,..,12.3694087784404,12.1537506556678,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,South Asia (IDA & IBRD),TSA,13.6914377705433,..,..,..,..,14.4330936765254,..,..,..,..,12.8546095523008,..,..,..,..,12.3694087784404,12.1537506556678,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Sub-Saharan Africa,SSF,5.88199691815619,..,..,..,..,5.47286412139439,..,..,..,..,5.3590507356036,..,..,..,..,5.00346852414647,4.91768107735778,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Sub-Saharan Africa (excluding high income),SSA,5.88452797202562,..,..,..,..,5.47574765272374,..,..,..,..,5.36188191754817,..,..,..,..,5.00472326690945,4.92104495387207,..,..,..,..
