Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Slovenia,SVN,796.647033691406,826.225769042969,944.871398925781,1203.0634765625,1368.64868164063,1793.57604980469,2170.66674804688,2116.5400390625,2015.18041992188,2144.99560546875,1974.96557617188,2054.79736328125,2059.64038085938,1775.14587402344,1834.16076660156
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Solomon Islands,SLB,48.4880561828613,63.1032180786133,80.1082458496094,55.8111801147461,68.1372833251953,91.5692749023438,97.3399429321289,91.4802551269531,93.6662902832031,122.757339477539,107.876525878906,110.178443908691,119.835517883301,103.162246704102,106.338592529297
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,South Africa,ZAF,221.782974243164,195.196319580078,169.022186279297,254.3037109375,322.716400146484,386.000030517578,372.355102539063,413.074096679688,539.567626953125,597.359436035156,579.74853515625,526.499572753906,509.833221435547,470.796966552734,428.296875
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Spain,ESP,1002.78698730469,1044.13696289063,1169.05993652344,1632.26000976563,1914.50891113281,2587.02416992188,2967.60034179688,2912.54174804688,2775.14013671875,2894.76440429688,2588.67456054688,2628.86376953125,2671.28295898438,2351.53002929688,2390.63110351563
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Sri Lanka,LKA,43.7068176269531,41.3208122253418,42.8556022644043,42.3885841369629,50.9624862670898,73.8444900512695,93.0851593017578,100.563850402832,108.614959716797,119.462867736816,114.049125671387,138.554214477539,138.772094726563,151.367584228516,153.096786499023
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,St. Kitts and Nevis,KNA,445.421295166016,438.018859863281,458.889953613281,471.342102050781,474.648864746094,664.204162597656,819.880920410156,804.599365234375,789.365112304688,829.864013671875,787.15576171875,830.66455078125,827.338989257813,848.930114746094,871.8046875
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,St. Lucia,LCA,288.878814697266,288.237396240234,303.323760986328,321.222839355469,313.213317871094,440.827850341797,429.181976318359,429.173370361328,433.989685058594,466.336303710938,459.283355712891,487.523742675781,433.360870361328,444.961608886719,492.895446777344
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,St. Vincent and the Grenadines,VCT,157.768997192383,171.25244140625,183.918930053711,186.014526367188,195.857849121094,249.89582824707,260.512237548828,267.655609130859,283.578247070313,276.176177978516,297.161590576172,301.423645019531,293.037475585938,294.355010986328,305.752532958984
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Sudan,SDN,17.3832988739014,18.9226493835449,20.8700351715088,28.2350559234619,36.6849517822266,104.263977050781,106.689155578613,110.822723388672,109.074996948242,125.200141906738,99.8822174072266,124.795875549316,115.544136047363,158.020401000977,165.936996459961
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Suriname,SUR,168.403472900391,93.4313735961914,162.636260986328,173.066314697266,221.244323730469,322.102416992188,348.585418701172,396.792449951172,417.689392089844,392.775543212891,425.376800537109,455.710327148438,463.039367675781,538.210021972656,356.051513671875
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Sweden,SWE,2173.19384765625,2169.95751953125,2477.2080078125,3134.47436523438,3513.29345703125,4321.8369140625,4652.8095703125,4151.79833984375,4437.119140625,6386.69287109375,6273.509765625,6723.07470703125,6628.458984375,5623.21435546875,5707.05810546875
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Switzerland,CHE,3737.80297851563,3957.17236328125,4420.57421875,5277.37890625,5889.84423828125,6401.8076171875,7411.2060546875,7599.47265625,8021.8095703125,9572.171875,9286.5498046875,9689.6748046875,10014.708984375,9807.798828125,9835.9638671875
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Syrian Arab Republic,SYR,54.2187271118164,58.4727478027344,63.9244804382324,61.2940063476563,61.7462730407715,76.3562927246094,87.8564910888672,92.1520538330078,94.2539215087891,81.55712890625,69.8921890258789,..,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Tajikistan,TJK,5.9713830947876,7.66196441650391,8.32676124572754,11.1118021011353,14.8205614089966,28.7577610015869,41.5135726928711,39.0094604492188,42.3438415527344,48.8983497619629,57.1067199707031,67.9453582763672,73.6173629760742,63.4568557739258,55.7430114746094
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Tanzania,TZA,12.3603839874268,15.2086591720581,17.0417823791504,20.361198425293,23.3625259399414,35.8162536621094,35.6803398132324,32.857536315918,36.1059837341309,36.5248718261719,40.5350494384766,41.916633605957,38.4043579101563,32.0931282043457,35.4996757507324
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Thailand,THA,62.2596321105957,57.2909393310547,69.8976745605469,76.5030822753906,83.490608215332,126.823600769043,151.4736328125,152.451293945313,172.057693481445,195.938659667969,206.440444946289,213.00309753418,219.366165161133,214.384124755859,225.346710205078
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Timor-Leste,TLS,..,..,..,14.4925174713135,18.8534202575684,28.628870010376,41.8671035766602,48.6609191894531,51.433895111084,63.2224197387695,70.1433029174805,81.6808319091797,78.8496780395508,87.3999404907227,79.8939361572266
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Togo,TGO,9.909592628479,9.91750621795654,11.1590557098389,13.715311050415,15.049295425415,19.6568450927734,23.8353023529053,26.3600826263428,31.0858116149902,34.7169418334961,34.6770324707031,38.6237869262695,40.1922912597656,35.2137222290039,38.7713737487793
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Tonga,TON,58.2069358825684,59.8922348022461,67.9327011108398,73.8840789794922,110.495269775391,144.324432373047,203.504776000977,126.701881408691,177.710891723633,168.107635498047,221.718780517578,177.032470703125,215.964965820313,180.906860351563,206.609786987305
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Trinidad and Tobago,TTO,277.034118652344,284.12890625,338.120330810547,373.859100341797,449.705108642578,695.956787109375,783.949096679688,810.374755859375,861.541015625,912.332092285156,936.592834472656,1017.28167724609,1060.55847167969,1115.51818847656,1092.94567871094
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Tunisia,TUN,111.766220092773,114.982879638672,126.000663757324,150.911666870117,169.756576538086,205.141754150391,233.498153686523,234.192230224609,243.606658935547,273.808227539063,273.343811035156,287.922302246094,290.974487304688,268.221435546875,256.501831054688
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Turkey,TUR,199.499603271484,153.624588012695,186.697998046875,238.700180053711,299.574401855469,512.734558105469,570.685302734375,500.068359375,539.327697753906,531.663269042969,524.821044921875,552.40625,527.20068359375,454.609680175781,468.646667480469
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Turkmenistan,TKM,76.6377716064453,123.794151306152,132.518676757813,208.867614746094,319.258575439453,281.934997558594,255.476913452148,194.253967285156,221.798583984375,276.651702880859,318.807312011719,376.223876953125,437.752807617188,405.126312255859,423.046722412109
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Tuvalu,TUV,358.110626220703,271.279479980469,217.24626159668,286.669219970703,227.796783447266,294.664611816406,313.695556640625,375.358917236328,500.008483886719,567.7412109375,532.741149902344,630.850036621094,571.296508789063,535.999145507813,554.21826171875
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Uganda,UGA,18.80055809021,20.2712268829346,22.0959625244141,21.8476581573486,30.9117126464844,51.5413436889648,56.7436866760254,55.2117462158203,62.6684837341309,53.6790313720703,53.2735595703125,49.6324615478516,50.2909545898438,39.7712936401367,38.9672241210938
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Ukraine,UKR,35.130313873291,44.7853050231934,52.8769836425781,68.9182205200195,84.5852737426758,185.831390380859,215.657272338867,168.20198059082,202.339050292969,244.013702392578,275.853302001953,298.855682373047,197.364822387695,141.574920654297,141.935348510742
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,United Arab Emirates,ARE,781.816711425781,771.683532714844,850.951538085938,879.393920898438,890.3037109375,1094.84973144531,1340.03869628906,1339.4375,1359.02551269531,1483.96960449219,1441.55114746094,1556.31091308594,1613.37524414063,1401.97448730469,1310.92309570313
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,United Kingdom,GBR,1674.28540039063,1739.17004394531,1965.76940917969,2347.0390625,2828.29809570313,3740.19799804688,3606.22900390625,3273.7275390625,3309.48095703125,3501.94970703125,3492.8896484375,4207.8876953125,4601.13720703125,4326.25,3945.00903320313
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,United States,USA,4560.05517578125,4910.72412109375,5328.27587890625,5737.10400390625,6099.77001953125,7175.85546875,7420.70849609375,7699.42919921875,7957.279296875,8169.90771484375,8440.9951171875,8647.6435546875,9067.9990234375,9538.0703125,9941.34765625
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Uruguay,URY,687.617980957031,668.630187988281,430.0263671875,378.428894042969,371.307739257813,570.623107910156,799.91796875,813.119995117188,1025.99768066406,1223.3173828125,1322.68933105469,1488.91491699219,1467.951171875,1398.51208496094,1400.705078125
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Uzbekistan,UZB,29.6712894439697,25.2458610534668,20.217472076416,21.325756072998,23.2968063354492,40.4234085083008,52.2705955505371,63.3651161193848,76.9167709350586,89.6384811401367,106.238960266113,116.044548034668,117.368827819824,131.635284423828,135.43928527832
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Vanuatu,VUT,48.6890716552734,46.2383651733398,52.8612670898438,55.4284172058105,63.2918090820313,72.9644393920898,82.2680816650391,83.5060806274414,100.099884033203,114.571891784668,118.925140380859,131.575759887695,108.804168701172,119.370986938477,109.94506072998
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,"Venezuela, RB",VEN,350.854400634766,386.769134521484,282.166351318359,242.401596069336,289.660888671875,647.490112304688,718.714111328125,869.520385742188,926.729736328125,770.935119628906,822.460754394531,685.17919921875,682.690002441406,566.929321289063,296.938903808594
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Vietnam,VNM,18.8283519744873,23.0742530822754,19.5547103881836,22.2506408691406,28.5842170715332,49.2375869750977,58.8529586791992,64.0885467529297,78.1868286132813,89.018928527832,108.157173156738,118.54857635498,116.360198974609,116.736190795898,122.841171264648
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,"Yemen, Rep.",YEM,25.1549091339111,26.4977912902832,27.3130149841309,34.8427963256836,38.2194633483887,57.9533004760742,69.3573989868164,65.4778366088867,67.5475845336914,64.3610305786133,73.8260726928711,78.3901519775391,79.7461547851563,72.0394668579102,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Zambia,ZMB,24.4539985656738,24.7864799499512,25.6223411560059,30.8568115234375,37.3845863342285,48.0785980224609,54.9288673400879,50.4258651733398,54.4208831787109,56.911750793457,68.1918029785156,86.8195495605469,66.5556640625,58.5176544189453,56.5441818237305
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Zimbabwe,ZWE,..,..,..,..,..,..,..,..,91.1774368286133,75.4189834594727,75.3877258300781,83.0890121459961,99.5537719726563,94.2900085449219,98.5796356201172
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Afghanistan,AFG,..,..,0.14485228061676,1.27340340614319,1.15837097167969,1.80004239082336,2.36885619163513,2.29179048538208,2.49575805664063,2.89019179344177,2.26727271080017,2.81783294677734,2.98174810409546,3.10793733596802,3.12040138244629
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Albania,ALB,30.4241676330566,34.0075492858887,37.069995880127,46.5027732849121,70.7630310058594,93.6859359741211,177.489837646484,166.010681152344,181.341537475586,187.947143554688,171.28337097168,188.892959594727,200.323867797852,172.21403503418,177.758499145508
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Algeria,DZA,44.1156692504883,50.694580078125,49.8139038085938,57.8409309387207,65.7273254394531,104.946357727051,148.391830444336,147.016479492188,158.696914672852,202.094528198242,243.538192749023,234.618774414063,257.718414306641,204.686874389648,176.265213012695
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Andorra,AND,852.420532226563,877.026977539063,931.846313476563,1045.80285644531,1120.05310058594,1561.74279785156,1719.98522949219,1687.36242675781,1673.58605957031,1839.67492675781,1791.83752441406,1938.95568847656,2076.6064453125,1785.67456054688,1883.99536132813
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Angola,AGO,7.54572582244873,13.1693210601807,11.3831090927124,14.3414335250854,21.0560264587402,53.5239715576172,87.0125350952148,81.0796432495117,60.0314712524414,79.0798950195313,79.7690811157227,89.1388168334961,71.3479461669922,51.4768524169922,42.0288047790527
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Antigua and Barbuda,ATG,250.061477661133,288.058197021484,305.508453369141,350.145629882813,324.123718261719,364.909088134766,343.738616943359,327.986389160156,359.537231445313,332.299133300781,352.900146484375,368.397338867188,374.478698730469,354.636138916016,310.397186279297
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Argentina,ARG,385.967559814453,368.347625732422,121.453948974609,142.673568725586,160.44221496582,308.450531005859,408.228607177734,467.433227539063,576.080627441406,723.030700683594,847.332641601563,896.824401855469,834.75439453125,1013.65423583984,710.934997558594
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Armenia,ARM,5.94521474838257,9.29871368408203,9.17852687835693,11.2212648391724,15.4253301620483,50.6569480895996,59.6745681762695,54.2389869689941,54.2711982727051,59.0016479492188,58.1524848937988,52.8746528625488,60.139591217041,58.2563018798828,59.0383987426758
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Australia,AUS,1116.2314453125,1055.75634765625,1210.38684082031,1524.98645019531,1884.6748046875,2629.693359375,2821.208984375,2770.11181640625,3399.40600585938,4067.59399414063,4083.90380859375,3943.95288085938,3797.34106445313,3333.87719726563,3429.60913085938
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Austria,AUT,1678.68139648438,1679.49584960938,1825.7666015625,2255.81176757813,2585.48315429688,3256.18798828125,3716.9560546875,3576.21484375,3472.18041992188,3751.52319335938,3619.1865234375,3777.22314453125,3906.07885742188,3340.92260742188,3407.78051757813
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Azerbaijan,AZE,5.627037525177,5.50151348114014,5.52993869781494,6.77659034729004,8.87130737304688,34.3554725646973,47.8293685913086,56.1195487976074,59.2045059204102,68.3519439697266,83.7565155029297,84.0016403198242,89.3001861572266,71.8879165649414,45.2982292175293
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,"Bahamas, The",BHS,519.570983886719,527.022644042969,574.763000488281,571.361145019531,617.237060546875,768.003173828125,812.998291015625,807.555786132813,784.298522949219,788.393981933594,817.11865234375,797.900512695313,748.360046386719,873.750793457031,915.058044433594
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Bahrain,BHR,320.710876464844,324.338562011719,335.617736816406,354.134735107422,357.569976806641,454.044342041016,500.622985839844,501.832641601563,501.429504394531,503.579559326172,634.636291503906,694.714477539063,716.349426269531,732.390869140625,674.614807128906
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Bangladesh,BGD,2.38275289535522,1.7903710603714,2.23833012580872,2.49184346199036,2.62573671340942,3.17511391639709,3.26992845535278,3.53874564170837,4.24292278289795,4.63584041595459,4.65649175643921,5.10223436355591,5.48850727081299,5.61387634277344,5.50360155105591
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Barbados,BRB,313.466064453125,332.251068115234,358.928863525391,443.110443115234,547.881408691406,558.191040039063,618.2353515625,625.857482910156,586.689758300781,555.355651855469,704.618530273438,630.174011230469,544.495971679688,530.916625976563,533.982299804688
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Belarus,BLR,45.1230735778809,55.1033363342285,62.7796287536621,82.993766784668,108.78141784668,196.098602294922,230.062652587891,186.645736694336,232.557708740234,201.458374023438,238.819900512695,284.351837158203,280.263854980469,219.417709350586,211.079513549805
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Belgium,BEL,1375.33471679688,1414.95666503906,1529.70190429688,2082.43994140625,2480.09252929688,3009.37646484375,3501.48168945313,3551.16528320313,3458.57397460938,3765.90795898438,3604.2490234375,3763.82861328125,3859.23413085938,3235.58935546875,3298.58862304688
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Belize,BLZ,70.1995086669922,85.5000686645508,82.2033309936523,96.1329879760742,95.3536987304688,138.883331298828,145.421112060547,163.414276123047,166.491790771484,164.37873840332,162.497055053711,175.24201965332,159.689117431641,200.890350341797,201.261093139648
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Benin,BEN,4.12733793258667,4.79890441894531,4.15239524841309,4.71764755249023,5.83362483978271,5.75042867660522,6.30948066711426,8.10406970977783,7.50161504745483,8.98460865020752,8.55158138275146,9.56451034545898,7.42005681991577,6.30155658721924,6.24373483657837
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Bhutan,BTN,25.3673057556152,26.0180015563965,26.5817775726318,26.2851505279541,30.9121627807617,41.2752914428711,38.9829444885254,42.8588409423828,50.2926979064941,54.68603515625,55.7364807128906,56.4374542236328,56.814624786377,67.6529693603516,67.5452423095703
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Bolivia,BOL,24.4900798797607,25.0482749938965,23.7724342346191,25.2720737457275,24.8049736022949,38.5696868896484,46.9299964904785,56.1190185546875,60.570369720459,71.8208999633789,79.2604446411133,96.1743240356445,115.350997924805,132.510467529297,138.080383300781
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Bosnia and Herzegovina,BIH,60.2568435668945,66.6040420532227,78.7931823730469,123.203315734863,138.650375366211,214.052932739258,268.272857666016,288.417419433594,283.035766601563,316.886352539063,307.232147216797,331.4609375,346.022064208984,303.417266845703,315.202758789063
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Botswana,BWA,106.986175537109,109.064270019531,114.071929931641,149.044769287109,165.564804077148,172.725280761719,202.232009887695,174.2822265625,226.236251831055,265.520599365234,304.637908935547,278.58203125,284.665405273438,253.268890380859,257.197113037109
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Brazil,BRA,129.758316040039,110.672721862793,104.317222595215,107.36100769043,125.603233337402,254.855651855469,307.960266113281,317.105285644531,401.4833984375,456.334564208984,412.340270996094,433.841491699219,444.857269287109,333.061218261719,341.814636230469
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Brunei Darussalam,BRN,427.940856933594,386.579925537109,395.471099853516,443.884826660156,514.43994140625,612.998046875,709.216186523438,671.111022949219,737.114440917969,802.183715820313,803.923889160156,766.974487304688,736.726379394531,702.459350585938,652.296875
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Bulgaria,BGR,56.2717437744141,67.1839599609375,87.9128723144531,118.843643188477,138.53303527832,201.382019042969,252.367004394531,247.125061035156,267.772796630859,300.938751220703,283.797973632813,308.924255371094,351.952484130859,290.915161132813,309.688659667969
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Burkina Faso,BFA,2.45210289955139,2.59290599822998,3.10288214683533,3.66381812095642,7.09873867034912,7.65266227722168,8.7221622467041,10.2064943313599,8.45448970794678,10.0990743637085,8.06940174102783,12.6933240890503,12.8813190460205,9.509840965271,16.4161567687988
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Burundi,BDI,1.99224042892456,2.26325011253357,1.87974953651428,1.52263295650482,3.01761531829834,4.20198678970337,3.05318117141724,4.34907579421997,4.60181856155396,8.58151817321777,6.68341112136841,3.93496036529541,7.62296199798584,7.36446952819824,5.37748765945435
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Cabo Verde,CPV,44.2309226989746,48.1384544372559,51.9819488525391,63.8873443603516,68.3390579223633,92.5953903198242,89.1727600097656,94.8633728027344,93.7644729614258,105.220085144043,104.204956054688,108.724975585938,107.526153564453,95.0895614624023,94.9126968383789
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Cambodia,KHM,3.90007996559143,3.8137903213501,4.74181747436523,5.37761306762695,5.60981845855713,6.13984966278076,7.63919496536255,8.98713970184326,10.7076787948608,11.2947378158569,13.3793106079102,14.3895788192749,13.5601558685303,15.64084815979,16.9382076263428
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Cameroon,CMR,4.45171880722046,5.44881343841553,6.85184669494629,8.27584266662598,7.81808805465698,7.39071941375732,8.04026985168457,9.86216163635254,10.6329145431519,15.9966316223145,9.11872386932373,9.5920991897583,8.35900020599365,9.20075225830078,8.59799385070801
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Canada,CAN,1456.03784179688,1495.64221191406,1558.05908203125,1866.1787109375,2128.58251953125,3077.9462890625,3280.44555664063,3220.92529296875,3721.79638671875,3989.96362304688,4030.52783203125,3983.40087890625,3784.5478515625,3386.548828125,3338.79711914063
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Central African Republic,CAF,4.32458829879761,3.69377994537354,3.75012707710266,5.1715726852417,4.96860456466675,7.28886842727661,6.08929586410522,3.55294346809387,4.75356960296631,4.08925580978394,4.88705158233643,2.13646459579468,3.44566082954407,1.81744050979614,2.40630340576172
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Chad,TCD,3.90128707885742,4.12318515777588,5.2402720451355,5.75435972213745,9.86975002288818,8.231764793396,7.41635608673096,7.47256088256836,7.65446901321411,8.29345512390137,9.32800197601318,11.2380533218384,12.719202041626,7.5163631439209,5.80308532714844
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Chile,CHL,128.440567016602,119.506523132324,121.757171630859,134.286804199219,169.16064453125,274.713958740234,316.304504394531,346.051788330078,410.404266357422,469.611663818359,519.363952636719,565.503662109375,551.277038574219,547.455383300781,590.811645507813
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,China,CHN,9.30734252929688,10.0701866149902,12.5586500167847,15.8985919952393,19.2651271820068,38.1468048095703,59.1192054748535,80.8710632324219,97.4453582763672,127.822929382324,158.021820068359,187.230453491211,211.303100585938,236.418716430664,231.436325073242
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Colombia,COL,97.1425857543945,100.694473266602,97.7018051147461,97.480339050293,114.110473632813,213.086608886719,255.966491699219,269.565979003906,318.730865478516,359.712554931641,372.877563476563,410.044830322266,400.852325439453,310.690673828125,288.196411132813
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Comoros,COM,5.9204478263855,4.85677480697632,7.79118347167969,8.9087963104248,9.18635272979736,8.26546955108643,7.66835260391235,6.45077562332153,6.12492513656616,14.3615627288818,7.1709132194519,8.48534870147705,8.35578632354736,7.85589694976807,8.62679576873779
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,"Congo, Dem. Rep.",COD,0.799663484096527,0.238689586520195,0.183692052960396,0.401484161615372,0.426162093877792,0.693686306476593,0.954239308834076,0.929526567459106,1.32512080669403,1.37203443050385,2.26284122467041,2.28303003311157,2.68334627151489,3.29455518722534,2.60029339790344
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,"Congo, Rep.",COG,5.78257846832275,8.84228420257568,4.22177219390869,5.51663637161255,6.14823532104492,12.9378681182861,30.9928417205811,14.0632457733154,24.8053703308105,22.566442489624,31.2736148834229,35.392261505127,34.7766571044922,26.618860244751,23.8599586486816
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Costa Rica,CRI,163.017501831055,169.650588989258,187.39778137207,193.639221191406,194.545974731445,285.023651123047,352.217529296875,381.985717773438,481.076568603516,529.929077148438,558.512268066406,590.478210449219,595.095397949219,648.001586914063,650.017333984375
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Cote d'Ivoire,CIV,5.21035718917847,4.62848329544067,5.33922863006592,6.16924142837524,7.11915969848633,8.66777324676514,10.3623418807983,11.248085975647,9.90711212158203,9.84633827209473,12.8993949890137,14.3191070556641,16.8478870391846,15.529688835144,17.1874675750732
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Croatia,HRV,315.496368408203,319.202026367188,305.335998535156,416.534271240234,506.546569824219,899.784362792969,1055.31811523438,983.646423339844,939.497192382813,928.324157714844,851.293823242188,756.921691894531,764.234313964844,661.041809082031,695.962463378906
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Cuba,CUB,151.003494262695,160.603698730469,171.510101318359,180.357559204102,185.418563842773,512.35498046875,553.370422363281,618.843688964844,550.727478027344,616.291625976563,518.118713378906,617.767578125,772.562805175781,880.694885253906,871.79443359375
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Cyprus,CYP,308.276489257813,327.186706542969,395.193450927734,503.297485351563,531.360046386719,731.3046875,896.853149414063,895.455139160156,935.701721191406,1002.43572998047,872.16162109375,873.045166015625,796.810241699219,665.794982910156,689.19091796875
