target,ids,date,flag,user,text,procesado
NEGATIVE,1982011152,Sun May 31 10:20:46 PDT 2009,NO_QUERY,sevi324,at home sick ,"['home', 'sick']"
NEGATIVE,2244159696,Fri Jun 19 14:22:50 PDT 2009,NO_QUERY,shriisall,Deadlines are a must ... else I would have never ever achieved anything in time ..... but they take their own toll too ,"['deadlines', 'must', 'else', 'would', 'never', 'ever', 'achieved', 'anything', 'time', 'take', 'toll']"
POSITIVE,1828074361,Sun May 17 12:02:08 PDT 2009,NO_QUERY,RawVeganFoodie,@lazyPeaches sure thing! ,"['sure', 'thing']"
POSITIVE,2072262466,Sun Jun 07 20:41:34 PDT 2009,NO_QUERY,daishatmccray,@JohnLloydTaylor I liked it and idk if other ppl recognized that it was u but I was like that's jt that's awesome  what's up?,"['liked', 'idk', 'ppl', 'recognized', 'like', 'awesome']"
POSITIVE,1989454194,Mon Jun 01 01:36:05 PDT 2009,NO_QUERY,nescio,Virtueal earth is Bing Maps now  earth.live.com,"['virtueal', 'earth', 'bing', 'maps']"
NEGATIVE,2235263297,Fri Jun 19 00:48:14 PDT 2009,NO_QUERY,bleedandbreak,sunday gonna be tiring. ,"['sunday', 'gon', 'tiring']"
POSITIVE,2039871734,Thu Jun 04 23:01:25 PDT 2009,NO_QUERY,OverGrownBaller,@Fangalo lolll ur lucky were not picking on u ,"['lolll', 'lucky', 'picking']"
POSITIVE,2176103904,Mon Jun 15 02:55:41 PDT 2009,NO_QUERY,Bubbles_Fly,"i cant wait till my birthday, only two and a half months ","['cant', 'wait', 'till', 'birthday', 'two', 'half', 'months']"
NEGATIVE,1881578856,Fri May 22 05:02:19 PDT 2009,NO_QUERY,gabe_t,All fixed. No worries. Just erased the extra half hour I was trying to give my self this morning for productivity. ,"['fixed', 'worries', 'erased', 'extra', 'half', 'hour', 'trying', 'give', 'self', 'morning', 'productivity']"
POSITIVE,1933175279,Tue May 26 23:11:32 PDT 2009,NO_QUERY,DannyAttack,@kelseylovett hehe yuuuusss!  can we can we can we!? ,"['hehe', 'yuuuusss']"
NEGATIVE,2263233668,Sun Jun 21 00:16:56 PDT 2009,NO_QUERY,cayla27,Allen dont be such an ass and stop bein mean  LOL,"['allen', 'dont', 'ass', 'stop', 'bein', 'mean', 'lol']"
POSITIVE,2012895051,Tue Jun 02 21:29:57 PDT 2009,NO_QUERY,challyzatb,@mymilkspilt Yes! Thanks  I shall write him on my list,"['yes', 'thanks', 'shall', 'write', 'list']"
NEGATIVE,1971356254,Sat May 30 06:54:40 PDT 2009,NO_QUERY,gracielovee,Is up way to early  fml,"['way', 'early', 'fml']"
NEGATIVE,1551710922,Sat Apr 18 09:46:31 PDT 2009,NO_QUERY,kyungmin,"missing #coachella   and how is #record store day going?  i'm in a bubble, so folks, let me know what's going on out there!","['missing', 'coachella', 'record', 'store', 'day', 'going', 'bubble', 'folks', 'let', 'know', 'going']"
NEGATIVE,1978037151,Sat May 30 22:17:03 PDT 2009,NO_QUERY,BlaqueRose,I have a headache. ,['headache']
NEGATIVE,2053621342,Sat Jun 06 05:10:32 PDT 2009,NO_QUERY,Donnette,@tennischick38 That is so cool.. I want unlimited passes.. I was thrown in TJail 8 times yesterday &amp; some of them I wasn't even tweeting ,"['cool', 'want', 'unlimited', 'passes', 'thrown', 'tjail', 'times', 'yesterday', 'amp', 'even', 'tweeting']"
POSITIVE,1753533348,Sun May 10 02:07:08 PDT 2009,NO_QUERY,frvx,mm it was cold in your shadow anyway. Ooh monday ,"['cold', 'shadow', 'anyway', 'ooh', 'monday']"
POSITIVE,2060157772,Sat Jun 06 18:22:13 PDT 2009,NO_QUERY,raafa182,@raphach super! haha ,"['super', 'haha']"
NEGATIVE,1956256384,Thu May 28 21:29:52 PDT 2009,NO_QUERY,martinkwright,Strange sound from under the hood...  http://tr.im/mKMa,"['strange', 'sound', 'hood']"
NEGATIVE,2326831138,Thu Jun 25 07:34:08 PDT 2009,NO_QUERY,KinaGrace,i am not-so-happy ,[]
POSITIVE,2056860724,Sat Jun 06 11:55:58 PDT 2009,NO_QUERY,TheRaeRae,Heading off Twitter to get some writing done for a bit. Tootles! ,"['heading', 'twitter', 'get', 'writing', 'done', 'bit', 'tootles']"
NEGATIVE,2258408750,Sat Jun 20 15:52:46 PDT 2009,NO_QUERY,iloveyoutoomuch, i already said goodbye to my besties @adrianacoffey @monicaramos427 @verooperez &amp; @paulettecolberg . las amo . i'll miss you  [ILY],"['already', 'said', 'goodbye', 'besties', 'amp', 'las', 'amo', 'miss', 'ily']"
NEGATIVE,2191793378,Tue Jun 16 05:58:58 PDT 2009,NO_QUERY,DailyDOOH,oh dear   a  speaker who talks for 10 minutes before moving off the slide's first foil - not good,"['dear', 'speaker', 'talks', 'minutes', 'moving', 'slide', 'first', 'foil', 'good']"
POSITIVE,1823352144,Sat May 16 21:44:41 PDT 2009,NO_QUERY,KeedyKat,@SouthernBell07 u went to the ol' school for real with that one...listening to 'knocking boots' wonder what ur thinking about ,"['went', 'school', 'real', 'one', 'listening', 'boots', 'wonder', 'thinking']"
NEGATIVE,2233548553,Thu Jun 18 21:31:29 PDT 2009,NO_QUERY,XiaoHong17,doing my homework nw with sharmin the apple ps me again haiz sad man  have to do homework ...,"['homework', 'sharmin', 'apple', 'haiz', 'sad', 'man', 'homework']"
POSITIVE,2059165949,Sat Jun 06 16:22:50 PDT 2009,NO_QUERY,thekelliejane,"@zaftiq I think so, too. Highly entertaining ","['think', 'highly', 'entertaining']"
NEGATIVE,2190101023,Tue Jun 16 01:46:11 PDT 2009,NO_QUERY,Malika20,@cunderwood83 so sad u wont be there weell miss u ,"['sad', 'wont', 'weell', 'miss']"
NEGATIVE,2255615015,Sat Jun 20 11:31:43 PDT 2009,NO_QUERY,sln25373,Robin Hood was well sad  I even had a little cry. X,"['robin', 'hood', 'well', 'sad', 'even', 'little', 'cry']"
NEGATIVE,2013524041,Tue Jun 02 22:53:21 PDT 2009,NO_QUERY,EmmaFentonWells,http://twitpic.com/6imzo - 1.  Of what is bugging me today... crappy weather today ,"['bugging', 'today', 'crappy', 'weather', 'today']"
NEGATIVE,2324377823,Thu Jun 25 03:00:37 PDT 2009,NO_QUERY,id084895,Shit happens  http://twitpic.com/8czop http://twitpic.com/8czn0 AGAIN ?? 2 days in a row having a flat tire ? #bicycle,"['shit', 'happens', 'days', 'row', 'flat', 'tire', 'bicycle']"
NEGATIVE,1824999780,Sun May 17 03:53:54 PDT 2009,NO_QUERY,sarahsosincere,"No matter how you feel God is still worthy to be praised... but today, I'll have to praise him from home. ","['matter', 'feel', 'god', 'still', 'worthy', 'praised', 'today', 'praise', 'home']"
POSITIVE,2192162641,Tue Jun 16 06:36:37 PDT 2009,NO_QUERY,Megatastic,"Just watched a few MS series on youtube, really enjoyable. ","['watched', 'series', 'youtube', 'really', 'enjoyable']"
POSITIVE,1998956265,Mon Jun 01 19:24:13 PDT 2009,NO_QUERY,FastKid414,@officialTila I would like that cheery and put whipped cream on it ,"['would', 'like', 'cheery', 'put', 'whipped', 'cream']"
POSITIVE,2012815694,Tue Jun 02 21:20:32 PDT 2009,NO_QUERY,katsuel,@ElizaPatricia  The glasses look very 'Studious&quot; is that even a word? anywho they look kewl ,"['glasses', 'look', 'quot', 'even', 'word', 'anywho', 'look', 'kewl']"
NEGATIVE,1835547202,Mon May 18 06:14:17 PDT 2009,NO_QUERY,agneslikaite,Chinese for lunch wasn't a very bright idea! I want my bed already! ,"['chinese', 'lunch', 'bright', 'idea', 'want', 'bed', 'already']"
POSITIVE,2056334428,Sat Jun 06 10:57:28 PDT 2009,NO_QUERY,MacChenoFan,Gasp! I hope my favorite performer will still be presenting at the Tony awards Sunday. Hope you are feeling better today ,"['gasp', 'hope', 'favorite', 'performer', 'still', 'presenting', 'tony', 'awards', 'sunday', 'hope', 'feeling', 'good', 'today']"
NEGATIVE,1985731212,Sun May 31 17:40:00 PDT 2009,NO_QUERY,nicole21290,Tutorial is no longer on for the class I have today. A very jubilant hallelujah from me on that account! Still must got to uni though. ,"['tutorial', 'long', 'class', 'today', 'jubilant', 'hallelujah', 'account', 'still', 'must', 'got', 'uni', 'though']"
NEGATIVE,1967581594,Fri May 29 19:50:37 PDT 2009,NO_QUERY,betsymaebartlet,@tidal_wave awwww!!! How was that? Lmao we used to have to do square dancing in gym at school lmao ,"['lmao', 'used', 'square', 'dancing', 'gym', 'school', 'lmao']"
NEGATIVE,2260089666,Sat Jun 20 18:39:11 PDT 2009,NO_QUERY,singwithsarah,@sunshinelayouts I don't get it! set my time and location? What are they trying to do? Can you please elaborate ,"['get', 'set', 'time', 'location', 'trying', 'please', 'elaborate']"
NEGATIVE,2067105564,Sun Jun 07 11:45:25 PDT 2009,NO_QUERY,Rwaaph,Why am I too bad in english ?  French is easier...,"['bad', 'english', 'french', 'easy']"
POSITIVE,2175922922,Mon Jun 15 02:23:33 PDT 2009,NO_QUERY,LordTanky,#User Experience / #Usability talent to work @ award winning companies based in #Cambridgeshire. What r u waiting 4..reply 2 me! ,"['user', 'experience', 'usability', 'talent', 'work', 'award', 'winning', 'companies', 'based', 'cambridgeshire', 'waiting', 'reply']"
POSITIVE,1679803203,Sat May 02 10:12:56 PDT 2009,NO_QUERY,woababyitsbecca,I have nothing to do today. Anyone wanna make plans? ,"['nothing', 'today', 'anyone', 'wan', 'make', 'plans']"
NEGATIVE,2254093348,Sat Jun 20 09:13:02 PDT 2009,NO_QUERY,triciamole,woke up with this mad headache i've had last night. ,"['woke', 'mad', 'headache', 'last', 'night']"
POSITIVE,1563579043,Sun Apr 19 23:23:03 PDT 2009,NO_QUERY,princessjax,had her first &quot;Its-It&quot; icecream sandwich and thinks the vanilla original is way better than the mint. ,"['first', 'quot', 'quot', 'icecream', 'sandwich', 'thinks', 'vanilla', 'original', 'way', 'good', 'mint']"
NEGATIVE,2241401368,Fri Jun 19 10:54:25 PDT 2009,NO_QUERY,saraLDS,"Oh,no! I cleaned, steamed cleaned the spot and mopped the tile with bleach and the smell came back! I'll have to do the whole floor ","['cleaned', 'steamed', 'cleaned', 'spot', 'mopped', 'tile', 'bleach', 'smell', 'came', 'back', 'whole', 'floor']"
POSITIVE,1997368057,Mon Jun 01 16:43:39 PDT 2009,NO_QUERY,MTVnHollyWEST23,SHOUT OUT TO MY BIG cuzz who lookz LIKE KELLY ROWLAND but neva taking PICS  @bonethuggirl  lol itz 1hunnit in DA LOU itz hot in HERR',"['shout', 'big', 'cuzz', 'lookz', 'like', 'kelly', 'rowland', 'neva', 'taking', 'pics', 'lol', 'itz', 'lou', 'itz', 'hot', 'herr']"
POSITIVE,1752871111,Sat May 09 23:16:34 PDT 2009,NO_QUERY,DaeHyunKim,@kyeungbum going to sleep? why so early? Good night! ,"['going', 'sleep', 'early', 'good', 'night']"
POSITIVE,2047811824,Fri Jun 05 14:13:03 PDT 2009,NO_QUERY,OMDMyspace,@reemerband oooh i wanna see Max's new do!!  xx,"['oooh', 'wan', 'see', 'max', 'new']"
POSITIVE,1752443782,Sat May 09 21:56:28 PDT 2009,NO_QUERY,radiantbaby,(cont) when @justben told him that I love beans on toast. SO CUTE! ,"['cont', 'told', 'love', 'beans', 'toast', 'cute']"
POSITIVE,1991440359,Mon Jun 01 07:02:34 PDT 2009,NO_QUERY,ninamorena,@TYMAIK i am emailing you some files now ,"['emailing', 'files']"
NEGATIVE,2247953027,Fri Jun 19 19:52:43 PDT 2009,NO_QUERY,kellytee,I just watched the video I made from Europe. I miss that continent. ,"['watched', 'video', 'made', 'europe', 'miss', 'continent']"
NEGATIVE,2214837711,Wed Jun 17 17:18:11 PDT 2009,NO_QUERY,mileyrox1997,"sittin here, waitin 4 sumthin 2 happen, i miss my sister  but i'm sure she'll have fun in dallas...without me ","['sittin', 'waitin', 'sumthin', 'happen', 'miss', 'sister', 'sure', 'fun', 'dallas', 'without']"
POSITIVE,2068926096,Sun Jun 07 14:57:15 PDT 2009,NO_QUERY,funkyfairy24,@WkdSelina lol bless you ,"['lol', 'bless']"
POSITIVE,2012971441,Tue Jun 02 21:39:04 PDT 2009,NO_QUERY,ChocmelBeauty,What the hell do they put in those bottles??? I'm outtie...nite all ,"['hell', 'put', 'bottles', 'outtie', 'nite']"
POSITIVE,2054688493,Sat Jun 06 07:53:14 PDT 2009,NO_QUERY,SandiHockeyMom,See ya CNN. U r frying my brain cells. I'm gonna watch Spiedi's wedding on The Hills for some intelligent dialogue. Yo MTV! ,"['see', 'cnn', 'frying', 'brain', 'cells', 'gon', 'watch', 'spiedi', 'wedding', 'hills', 'intelligent', 'dialogue', 'mtv']"
POSITIVE,2055042247,Sat Jun 06 08:35:14 PDT 2009,NO_QUERY,rafik,@syrianews btw @jimmy_wales is in twitter ,"['btw', 'twitter']"
NEGATIVE,2058822885,Sat Jun 06 15:41:51 PDT 2009,NO_QUERY,Cerraphim,spent the morning helping Julie pack up  and then ran some errands. Went off home after picking up some new games and played for a bit,"['spent', 'morning', 'helping', 'julie', 'pack', 'ran', 'errands', 'went', 'home', 'picking', 'new', 'games', 'played', 'bit']"
POSITIVE,2069231044,Sun Jun 07 15:30:02 PDT 2009,NO_QUERY,salimarawji,@mistajiggz we tried ,['tried']
POSITIVE,2000841683,Mon Jun 01 23:06:28 PDT 2009,NO_QUERY,jennylovesbenny,@alliebeans THANKS!!! ,['thanks']
NEGATIVE,2255526055,Sat Jun 20 11:23:45 PDT 2009,NO_QUERY,danileocounts,starting to have 2nd thoughts about moving to the A....! ,"['starting', 'thoughts', 'moving']"
NEGATIVE,1968117480,Fri May 29 20:47:31 PDT 2009,NO_QUERY,MichaelNic,Here's Johnny - then Jay. Can't believe I've been a fan of the tonite show for 27 years. Streak ends tonite cause I can't stand Conan ,"['johnny', 'jay', 'believe', 'fan', 'tonite', 'show', 'years', 'streak', 'ends', 'tonite', 'cause', 'stand', 'conan']"
POSITIVE,2185848511,Mon Jun 15 17:59:47 PDT 2009,NO_QUERY,davsot,I just got my Sennheiser HD280's!!! Freakin awesome. ,"['got', 'sennheiser', 'freakin', 'awesome']"
POSITIVE,2063134170,Sun Jun 07 01:29:36 PDT 2009,NO_QUERY,AngeliqueBates,For those that want me to shout them out in my next VLog hit me and let me know. I will shout out 7 per video ,"['want', 'shout', 'next', 'vlog', 'hit', 'let', 'know', 'shout', 'per', 'video']"
NEGATIVE,2179545098,Mon Jun 15 09:15:01 PDT 2009,NO_QUERY,mbosch35,@NoelleBell @angelamarie_21 If I were you I'd be napping. It's so crappy outside it is hard to focus on real brand campaigns ,"['napping', 'crappy', 'outside', 'hard', 'focus', 'real', 'brand', 'campaigns']"
NEGATIVE,1882267467,Fri May 22 06:33:25 PDT 2009,NO_QUERY,promisepromise,i hate doing this fucking art!! it looks shit! i just want to go back to bed  dont want to go out tonight!,"['hate', 'fucking', 'art', 'looks', 'shit', 'want', 'back', 'bed', 'dont', 'want', 'tonight']"
NEGATIVE,1933060514,Tue May 26 22:53:42 PDT 2009,NO_QUERY,jakey_horney,"I feel so sick, not keen at all for work  Anyone know of a new part-time job i should go for?","['feel', 'sick', 'keen', 'work', 'anyone', 'know', 'new', 'job']"
NEGATIVE,2053169940,Sat Jun 06 03:32:55 PDT 2009,NO_QUERY,jacktheoracle,@handa123 please can you stop publishing your holiday! too jealous   ! xxxxx,"['please', 'stop', 'publishing', 'holiday', 'jealous', 'xxxxx']"
POSITIVE,1989982155,Mon Jun 01 03:29:09 PDT 2009,NO_QUERY,shantl,@zacharyxbinks The Notebook is a fantastic movie. You shouldn't be ashamed for watching it. ,"['notebook', 'fantastic', 'movie', 'ashamed', 'watching']"
POSITIVE,2185217052,Mon Jun 15 17:03:23 PDT 2009,NO_QUERY,EmoPoe,watching Across the Universe. ,"['watching', 'across', 'universe']"
NEGATIVE,2264559957,Sun Jun 21 04:15:20 PDT 2009,NO_QUERY,80sreject,my first father's day away from my pappy  i'll make sure its my last one by choice,"['first', 'father', 'day', 'away', 'pappy', 'make', 'sure', 'last', 'one', 'choice']"
NEGATIVE,2232081752,Thu Jun 18 19:25:35 PDT 2009,NO_QUERY,MissMariaG,@ddlovato still sad i cant see uSunday  mom wont let me go even though im in college!cuz i've seenJB 2many times but glad saw u last time,"['still', 'sad', 'cant', 'see', 'usunday', 'mom', 'wont', 'let', 'even', 'though', 'college', 'cuz', 'seenjb', 'times', 'glad', 'saw', 'last', 'time']"
NEGATIVE,1991493540,Mon Jun 01 07:08:20 PDT 2009,NO_QUERY,nickle789,Pissed my apple isn't cutting correctly ,"['pissed', 'apple', 'cutting', 'correctly']"
POSITIVE,2179341059,Mon Jun 15 08:58:31 PDT 2009,NO_QUERY,luigi1992,@mileycyrus miley I created a chat for you!!!I hope you like it ,"['miley', 'created', 'chat', 'hope', 'like']"
NEGATIVE,2215637868,Wed Jun 17 18:24:39 PDT 2009,NO_QUERY,storyofmylife,@LilliJ i'm sorry to hear about your daughter ,"['sorry', 'hear', 'daughter']"
POSITIVE,1984343895,Sun May 31 14:55:27 PDT 2009,NO_QUERY,raesibz_,"I need more entries for me yearbook, yay me ","['need', 'entries', 'yearbook', 'yay']"
NEGATIVE,1980877026,Sun May 31 07:53:53 PDT 2009,NO_QUERY,jessi_lindell,"3 yo went down for a nap @ 5 pm (yes, 5 PM!) &amp; is still sleeping, minus the two times he woke up coughing.  But he sure needed that sleep!","['went', 'nap', 'yes', 'amp', 'still', 'sleeping', 'minus', 'two', 'times', 'woke', 'coughing', 'sure', 'needed', 'sleep']"
POSITIVE,1984262230,Sun May 31 14:45:39 PDT 2009,NO_QUERY,Dap23,@NiaBassett Not again whats up  x,['whats']
POSITIVE,2003350106,Tue Jun 02 06:22:23 PDT 2009,NO_QUERY,LDinh,@bufffiiieee you're welcome ! hope your day's AMAZING  is jackson any better ?,"['welcome', 'hope', 'day', 'amazing', 'jackson', 'good']"
NEGATIVE,2045405318,Fri Jun 05 10:40:43 PDT 2009,NO_QUERY,josiecat85,Has a sore throat ,"['sore', 'throat']"
POSITIVE,1834435533,Mon May 18 02:55:35 PDT 2009,NO_QUERY,Alysheea," Finishing Frost Bite tonight, reading super duper pooper slower now (:","['finishing', 'frost', 'bite', 'tonight', 'reading', 'super', 'duper', 'pooper', 'slow']"
NEGATIVE,2002285753,Tue Jun 02 03:45:26 PDT 2009,NO_QUERY,Dayewalker,@wallflowergrows Me too.  I just have a bad feeling about this week. Ugh.,"['bad', 'feeling', 'week', 'ugh']"
POSITIVE,2071730816,Sun Jun 07 19:50:25 PDT 2009,NO_QUERY,redleg64,"@kirstiealley  set up to donate by check (no credit card, life's easier that way) and put a link in my blog... thanks for the link ","['set', 'donate', 'check', 'credit', 'card', 'life', 'easy', 'way', 'put', 'link', 'blog', 'thanks', 'link']"
POSITIVE,2184414405,Mon Jun 15 15:52:35 PDT 2009,NO_QUERY,arkon,"@ark_mage2  Coronis beta looks awesome, I'd love to test it. ","['coronis', 'beta', 'looks', 'awesome', 'love', 'test']"
POSITIVE,2176525303,Mon Jun 15 04:06:15 PDT 2009,NO_QUERY,tigwill,@Lizzo13 so says the person who owns the music.u can't give self props. people might think ur conceded. ,"['says', 'person', 'owns', 'give', 'self', 'props', 'people', 'might', 'think', 'conceded']"
POSITIVE,2013668366,Tue Jun 02 23:15:22 PDT 2009,NO_QUERY,laura_fonseca,"so close to the end, just have to sprint to the finish it feels like. if i work all day tomorrow with no breaks and it might just happen. ","['close', 'end', 'sprint', 'finish', 'feels', 'like', 'work', 'day', 'tomorrow', 'breaks', 'might', 'happen']"
POSITIVE,2058480362,Sat Jun 06 15:01:37 PDT 2009,NO_QUERY,Arasphere,@mcr_rocks_alot Oh! Sorry ^.^ I see why. I can't do that right now but I'll do it later when I'm connected to the internet ,"['sorry', 'see', 'right', 'late', 'connected', 'internet']"
NEGATIVE,2018008095,Wed Jun 03 09:17:32 PDT 2009,NO_QUERY,Twistereller,"Just confiscated a recorder from a young child, feel quite bad ","['confiscated', 'recorder', 'young', 'child', 'feel', 'quite', 'bad']"
POSITIVE,2179222528,Mon Jun 15 08:48:45 PDT 2009,NO_QUERY,Ameeeen,@prinkim for sure? cuz i have to make reservations ,"['sure', 'cuz', 'make', 'reservations']"
NEGATIVE,1469895687,Tue Apr 07 07:44:20 PDT 2009,NO_QUERY,Ebonique88,booo to that test i just took ,"['booo', 'test', 'took']"
POSITIVE,1981918751,Sun May 31 10:09:31 PDT 2009,NO_QUERY,idsharman,"@xxbittersweet Oh, cool! can;t wait to see! ","['cool', 'wait', 'see']"
POSITIVE,2174360568,Sun Jun 14 22:23:31 PDT 2009,NO_QUERY,meryldith,"@Starscream86 haha, you're so clever! I love you and I miss your skidduls! ","['haha', 'clever', 'love', 'miss', 'skidduls']"
POSITIVE,1883579008,Fri May 22 08:46:35 PDT 2009,NO_QUERY,Momisbuff,A lady next to me is quilting.  I realized that there is nothing quite like a hand-made quilt to make you feel comfort and security ,"['lady', 'next', 'quilting', 'realized', 'nothing', 'quite', 'like', 'quilt', 'make', 'feel', 'comfort', 'security']"
NEGATIVE,1998903554,Mon Jun 01 19:18:53 PDT 2009,NO_QUERY,smithtech,Bookwork! bookwork!  Keeping books for 3 different business and then personal books make it seem like your never finish with bookwork ,"['bookwork', 'bookwork', 'keeping', 'books', 'different', 'business', 'personal', 'books', 'make', 'seem', 'like', 'never', 'finish', 'bookwork']"
NEGATIVE,2053277237,Sat Jun 06 03:58:00 PDT 2009,NO_QUERY,supergiannio,@watsontv No Muse? K. ,['muse']
NEGATIVE,1955862378,Thu May 28 20:45:12 PDT 2009,NO_QUERY,ninaspringle,@cameronreilly I have one in the cupboard but I dont know how to use it  I know without a doubt that they are awesome tho!,"['one', 'cupboard', 'dont', 'know', 'use', 'know', 'without', 'doubt', 'awesome', 'tho']"
POSITIVE,1989721114,Mon Jun 01 02:34:21 PDT 2009,NO_QUERY,RobLambert_PACT,@sgodfrey means lots of time working with the user. Invaluable though. Even more invaluable if passed on to designers of the system ,"['means', 'lots', 'time', 'working', 'user', 'invaluable', 'though', 'even', 'invaluable', 'passed', 'designers', 'system']"
NEGATIVE,2229098892,Thu Jun 18 15:16:51 PDT 2009,NO_QUERY,LeeannMarieG,@carol7888 no it was just on the street  I wish it would come to my office!!,"['street', 'wish', 'would', 'come', 'office']"
POSITIVE,2058228673,Sat Jun 06 14:31:22 PDT 2009,NO_QUERY,leahjbfan,@xloveisonitsway everyone on uk ffe hates her too ,"['everyone', 'ffe', 'hates']"
POSITIVE,1881740390,Fri May 22 05:26:49 PDT 2009,NO_QUERY,efissenden,@todd_keisling thanks Todd! Now maybe we can figure this project out ,"['thanks', 'todd', 'maybe', 'figure', 'project']"
NEGATIVE,1970969284,Sat May 30 05:49:21 PDT 2009,NO_QUERY,melissaohh,@AlexAllTimeLow school finishes at 3pm &amp; public transport sucks here so by the time i get there the signing will be over  boo. JUNE 5!,"['school', 'finishes', 'amp', 'public', 'transport', 'sucks', 'time', 'get', 'signing', 'boo', 'june']"
POSITIVE,1982231710,Sun May 31 10:47:39 PDT 2009,NO_QUERY,jannuska,"i'm goin' to have a shower ,    jb - fly with me &lt;333","['goin', 'shower', 'fly']"
NEGATIVE,2230829843,Thu Jun 18 17:40:00 PDT 2009,NO_QUERY,SerratriceAgus,"I am so sad... I Have fear of losing his friendship  and only for a boy that, I doubt that knows that we exist u.u ' I am so confused!!!","['sad', 'fear', 'losing', 'friendship', 'boy', 'doubt', 'knows', 'exist', 'confused']"
POSITIVE,2051434163,Fri Jun 05 22:00:40 PDT 2009,NO_QUERY,WilliamHolmesJr,@KVAY2K  Hope you  are having a wonderful night.   I will be up again all night.  Sent you a message on YOUTUBE.  ,"['hope', 'wonderful', 'night', 'night', 'sent', 'message', 'youtube']"
NEGATIVE,1834486558,Mon May 18 03:07:17 PDT 2009,NO_QUERY,taylorjan,I think the gremlins are here again ,"['think', 'gremlins']"
NEGATIVE,2053392583,Sat Jun 06 04:23:31 PDT 2009,NO_QUERY,emilyburnett,Man all of my friends are busy todaay  Loner at much ,"['man', 'friends', 'busy', 'todaay', 'loner', 'much']"
POSITIVE,1573614245,Tue Apr 21 02:00:40 PDT 2009,NO_QUERY,effingcards,@abcRock You got facebook? http://tinyurl.com/c44c6r Come join up!  x,"['got', 'facebook', 'come', 'join']"
POSITIVE,2063171710,Sun Jun 07 01:37:50 PDT 2009,NO_QUERY,silentinfinite,@Jayce_Kay I know right!? I'm listening to 'I'm Not The Only One' right now ,"['know', 'right', 'listening', 'one', 'right']"
POSITIVE,1971529634,Sat May 30 07:19:06 PDT 2009,NO_QUERY,nsm2545,Mawnin' Ayo. How are u? ,"['mawnin', 'ayo']"
NEGATIVE,2061747410,Sat Jun 06 21:31:34 PDT 2009,NO_QUERY,EricRoxNow,Back to wes co !  ,"['back', 'wes']"
POSITIVE,1695194264,Mon May 04 05:29:02 PDT 2009,NO_QUERY,dreamswept,Drinking tea and eating choc chip cookies. Going to head to sleep soon! Night all ,"['drinking', 'tea', 'eating', 'choc', 'chip', 'cookies', 'going', 'head', 'sleep', 'soon', 'night']"
POSITIVE,1984293178,Sun May 31 14:49:21 PDT 2009,NO_QUERY,MiSS_LiSALiSA,@kiiidfreshhh you always pay fer my in&amp;out  &amp;&amp; you havent taken me in a min soooo. .,"['always', 'pay', 'fer', 'amp', 'amp', 'amp', 'havent', 'taken', 'min', 'soooo']"
POSITIVE,1548809956,Fri Apr 17 22:02:16 PDT 2009,NO_QUERY,evacevedo,@nicksantino that's def impressive  is rocket to the moon gonna be at warped?,"['def', 'impressive', 'rocket', 'moon', 'gon', 'warped']"
POSITIVE,1968650995,Fri May 29 21:54:06 PDT 2009,NO_QUERY,artskool_misfit,@mikimay last leno is on the pvr. out ya go...bring back the conan. can't wait ,"['last', 'leno', 'pvr', 'bring', 'back', 'conan', 'wait']"
NEGATIVE,1825506436,Sun May 17 05:56:39 PDT 2009,NO_QUERY,JamieMGremmels,Slept over 12 hrs... Had to catch up from my week of no sleep... Have to go into work around 11 ,"['slept', 'hrs', 'catch', 'week', 'sleep', 'work', 'around']"
NEGATIVE,2182849938,Mon Jun 15 13:43:03 PDT 2009,NO_QUERY,deegarcia104,@HITMAN1063 no such luck.....not any better. Still no reaction to the antibiotics ,"['luck', 'good', 'still', 'reaction', 'antibiotics']"
NEGATIVE,2016242948,Wed Jun 03 06:26:01 PDT 2009,NO_QUERY,DavidGuison,@AlexterAyiUy http://twitpic.com/6j0ny - I miss this tooooo  hahaha emo time,"['miss', 'tooooo', 'hahaha', 'emo', 'time']"
NEGATIVE,2000716584,Mon Jun 01 22:46:45 PDT 2009,NO_QUERY,CarolynWahl,@MutomboFan btw I know... ,"['btw', 'know']"
POSITIVE,1755376556,Sun May 10 08:59:07 PDT 2009,NO_QUERY,tussenpozen,The new Star Trek movie is surprisingly good. My trekkie heart is all happy now. ,"['new', 'star', 'trek', 'movie', 'surprisingly', 'good', 'trekkie', 'heart', 'happy']"
NEGATIVE,1883449379,Fri May 22 08:34:10 PDT 2009,NO_QUERY,stoc,New #twares just posted. If only I had time to go to Switzerland  .,"['new', 'twares', 'posted', 'time', 'switzerland']"
NEGATIVE,1982668296,Sun May 31 11:40:02 PDT 2009,NO_QUERY,dirtydann,"Gosh, Im gonna miss my twitterberry, mi cel llegara hasta aqui.. ","['gosh', 'gon', 'miss', 'twitterberry', 'cel', 'llegara', 'hasta', 'aqui']"
NEGATIVE,1793095873,Thu May 14 01:21:25 PDT 2009,NO_QUERY,tearsasmith,If I see the Subway $5 footlong commercial one mo' time!!! ,"['see', 'subway', 'footlong', 'commercial', 'one', 'time']"
POSITIVE,2005879244,Tue Jun 02 10:19:11 PDT 2009,NO_QUERY,bigredtim,@jeff_finley love that Blink 182 tribute ,"['love', 'blink', 'tribute']"
